url,label,tag,source_count
https://online.fit.edu/degrees/seven-career-paths-for-introverts/,introvert,h3,7
https://www.multiverse.io/en-GB/blog/best-jobs-for-introverts,introvert, h3,12
https://blog.steppingblocks.com/15-best-jobs-for-introverts-in-2021,introvert,h4,15
